MACHINE,MODE,BATCH_SIZE,OPERATION,RUNNING TIME,LOG TIME,NOTE
Chihang Laptop,GPU,60,conv3,37.364562352498375,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,conv2,103.98133595784505,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,conv1,167.083740234375,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,ip1,0.96400578816731775,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,first step time,239501.6839504242,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,norm2,42.104244232177734,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,pool3,2.1119912465413413,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,pool2,44.353246688842773,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,pool1,131.92900021870932,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,data,329.52372233072919,2015-07-07 12:10:32.812130,
Chihang Laptop,GPU,60,norm1,123.81370862325032,2015-07-07 12:10:32.812130,
Chihang Laptop,CPU,60,mean step time,629.87732887268066,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,loss,0.31995773315429688,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,pool1_relu1_0_split,200.73906580607095,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,relu3,2.4150212605794272,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,relu2,55.455287297566734,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,relu1,201.5833854675293,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,conv3,42.676210403442383,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,conv2,152.4649461110433,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,conv1,273.36001396179199,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,ip1,0.73377291361490882,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,first step time,236717.55599975586,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,norm2,53.545077641805015,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,pool3,2.0810763041178384,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,pool2,55.111964543660484,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,pool1,226.28442446390787,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,data,279.46194012959796,2015-07-07 12:14:36.684479,
Chihang Laptop,CPU,60,norm1,201.75107320149741,2015-07-07 12:14:36.684479,
Chihang Laptop,GPU,65,mean step time,524.76155757904053,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,loss,0.55146217346191406,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,pool1_relu1_0_split,147.0634937286377,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,relu3,2.892613410949707,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,relu2,51.483511924743652,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,relu1,145.96939086914062,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,conv3,48.086047172546387,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,conv2,127.72059440612793,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,conv1,179.13353443145752,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,ip1,1.0960102081298828,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,first step time,222080.95383644104,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,norm2,45.666933059692383,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,pool3,3.6245584487915039,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,pool2,52.969932556152344,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,pool1,161.61501407623291,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,data,482.64443874359131,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,65,norm1,134.21058654785156,2015-07-07 12:20:12.121979,
Chihang Laptop,GPU,75,mean step time,575.84691047668457,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,loss,0.57256221771240234,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,pool1_relu1_0_split,154.61051464080811,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,relu3,3.1775236129760742,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,relu2,56.451916694641113,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,relu1,158.09941291809082,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,conv3,46.726107597351074,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,conv2,127.74050235748291,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,conv1,208.92953872680664,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,ip1,1.1054277420043945,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,first step time,300204.81991767883,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,norm2,52.530527114868164,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,pool3,2.5554895401000977,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,pool2,57.775139808654785,2015-07-07 12:29:31.169879,
Chihang Laptop,GPU,75,pool1,164.4974946975708,2015-07-07 12:29:31.169879,
